"","nome_socio","txNomeParlamentar","nomeCivil","distancia","considerado.igual"
"832","LEANDRO VILELA VELLOSO","LEANDRO VILELA","LEANDRO VILELA VELLOSO",0,TRUE
"833","FABRICIO JOSE SATIRO DE OLIVEIRA","FABRICIO OLIVEIRA","FABRICIO JOSE SATIRO DE OLIVEIRA",0,TRUE
"834","FRANCISCO RODRIGUES VALE JUNIOR","Francisco Jr.","FRANCISCO RODRIGUES VALE JUNIOR",0,TRUE
"835","JANETE ROCHA PIETA","JANETE ROCHA PIETÁ","JANETE ROCHA PIETA",0,TRUE
"836","NIVALDO FERREIRA DE ALBUQUERQUE NETO","Nivaldo Albuquerque","NIVALDO FERREIRA DE ALBUQUERQUE NETO",0,TRUE
"837","MARCIO MIGUEL BITTAR","MARCIO BITTAR","MARCIO MIGUEL BITTAR",0,TRUE
"838","GERALDO ROBERTO SIQUEIRA DE SOUZA","GERALDO PUDIM","GERALDO ROBERTO SIQUEIRA DE SOUZA",0,TRUE
"839","EDUARDO PEDROSA CURY","Eduardo Cury","EDUARDO PEDROSA CURY",0,TRUE
"840","NEUDO RIBEIRO CAMPOS","NEUDO CAMPOS","NEUDO RIBEIRO CAMPOS",0,TRUE
"841","HOMERO BARBOSA NETO","BARBOSA NETO","HOMERO BARBOSA NETO",0,TRUE
"842","VITOR HUGO DE ARAUJO ALMEIDA","Vitor Hugo","VITOR HUGO DE ARAUJO ALMEIDA",0,TRUE
"843","ALESSANDRA DA SILVA","Alê Silva","ALESSANDRA DA SILVA",0,TRUE
"844","FABIO RICARDO TRAD","Fábio Trad","FABIO RICARDO TRAD",0,TRUE
"845","WEVERTON ROCHA MARQUES DE SOUSA","WEVERTON ROCHA","WEVERTON ROCHA MARQUES DE SOUSA",0,TRUE
"846","JOSE MARIA MACEDO JUNIOR","MACEDO","JOSE MARIA MACEDO JUNIOR",0,TRUE
"847","GASTAO DIAS VIEIRA","Gastão Vieira","GASTAO DIAS VIEIRA",0,TRUE
"848","AGNALDO MUNIZ","AGNALDO MUNIZ","AGNALDO MUNIZ",0,TRUE
"849","ANTONIO FERREIRA DA CRUZ FILHO","ANTONIO CRUZ","ANTONIO FERREIRA DA CRUZ FILHO",0,TRUE
"850","ZACARIAS CALIL HAMU","Dr. Zacharias Calil","ZACARIAS CALIL HAMU",0,TRUE
"851","LUCAS BELLO REDECKER","Lucas Redecker","LUCAS BELLO REDECKER",0,TRUE
"852","CLAUDIO CASTANHEIRA DIAZ","CLAUDIO DIAZ","CLAUDIO DIAZ",12,FALSE
"853","JOAO CHRISOSTOMO DE MOURA","Coronel Chrisóstomo","JOAO CHRISOSTOMO DE MOURA",0,TRUE
"854","RAUL JEAN LOUIS HENRY JUNIOR","Raul Henry","RAUL JEAN LOUIS HENRY JUNIOR",0,TRUE
"855","OSMAR RIBEIRO DE ALMEIDA JUNIOR","OSMAR JÚNIOR","OSMAR RIBEIRO DE ALMEIDA JUNIOR",0,TRUE
"856","AGUINALDO VELLOSO BORGES RIBEIRO","Aguinaldo Ribeiro","AGUINALDO VELLOSO BORGES RIBEIRO",0,TRUE
"857","ELIEL MARCIO DO CARMO","Léo Motta","ELIEL MARCIO DO CARMO",0,TRUE
"858","MARCOS ROGERIO DA SILVA BRITO","MARCOS ROGÉRIO","MARCOS ROGERIO DA SILVA BRITO",0,TRUE
"859","TABATA CLAUDIA AMARAL DE PONTES","Tabata Amaral","TABATA CLAUDIA AMARAL DE PONTES",0,TRUE
"860","ANTONIO CARLOS BIFFI","BIFFI","ANTONIO CARLOS BIFFI",0,TRUE
"861","PEDRO PINHEIRO CHAVES","PEDRO CHAVES","PEDRO PINHEIRO CHAVES",0,TRUE
"862","RAIMUNDO TARASKEVICIUS SALES","SALLES","RAIMUNDO TARASKEVICIUS SALES",0,TRUE
"863","PAULO JOSE CARLOS GUEDES","Paulo Guedes","PAULO JOSE CARLOS GUEDES",0,TRUE
"864","ASSIS MIGUEL DO COUTO","ASSIS DO COUTO","ASSIS MIGUEL DO COUTO",0,TRUE
"865","REINALDO AZAMBUJA SILVA","REINALDO AZAMBUJA","REINALDO AZAMBUJA SILVA",0,TRUE
"866","MARCELO HENRIQUE TEIXEIRA DIAS","Marcelo Álvaro Antônio","MARCELO HENRIQUE TEIXEIRA DIAS",0,TRUE
"867","JAIRO PAES DE LIRA","PAES DE LIRA","JAIRO PAES DE LIRA",0,TRUE
"868","RICARDO JOSE RIBEIRO BERZOINI","RICARDO BERZOINI","RICARDO JOSE RIBEIRO BERZOINI",0,TRUE
"869","CARLOS AUGUSTO ALVES SANTANA","CARLOS SANTANA","CARLOS AUGUSTO ALVES SANTANA",0,TRUE
"870","RODRIGO OTAVIO SOARES PACHECO","RODRIGO PACHECO","RODRIGO OTAVIO SOARES PACHECO",0,TRUE
"871","OSVALDO DE SOUZA REIS","OSVALDO REIS","OSVALDO DE SOUZA REIS",0,TRUE
"872","MARIA PERPETUA DE ALMEIDA","Perpétua Almeida","MARIA PERPETUA DE ALMEIDA",0,TRUE
"873","VICENTE CANDIDO DA SILVA","VICENTE CANDIDO","VICENTE CANDIDO DA SILVA",0,TRUE
"874","JORGE RICARDO BITTAR","JORGE BITTAR","JORGE RICARDO BITTAR",0,TRUE
"875","MARCELO RAMOS RODRIGUES","Marcelo Ramos","MARCELO RAMOS RODRIGUES",0,TRUE
"876","LEONARDO BARRETO DE MORAES","Léo Moraes","LEONARDO BARRETO DE MORAES",0,TRUE
"877","CARLOS EDUARDO XAVIER MARUN","CARLOS MARUN","CARLOS EDUARDO XAVIER MARUN",0,TRUE
"878","MARCELO CALERO FARIA GARCIA","Marcelo Calero","MARCELO CALERO FARIA GARCIA",0,TRUE
"879","CARLOS ALBERTO LEREIA DA SILVA","CARLOS ALBERTO LERÉIA","CARLOS ALBERTO LEREIA DA SILVA",0,TRUE
"880","SOLANGE AMARAL","SOLANGE AMARAL","SOLANGE AMARAL",0,TRUE
"881","JOSE ALDO REBELO FIGUEIREDO","ALDO REBELO","JOSE ALDO REBELO FIGUEIREDO",0,TRUE
"882","RICARDO TEOBALDO CAVALCANTI","Ricardo Teobaldo","RICARDO TEOBALDO CAVALCANTI",0,TRUE
"883","DEJORGE PATRICIO DA SILVA","DEJORGE PATRÍCIO","DEJORGE PATRICIO DA SILVA",0,TRUE
"884","CESAR ROBERTO COLNAGHI","CESAR COLNAGO","CESAR ROBERTO COLNAGHI",0,TRUE
"885","MARCOS AURELIO PADUA RIBEIRO GONCALVES DE SAMPAIO","Marcos Aurélio Sampaio","MARCOS AURELIO  PADUA RIBEIRO GONCALVES DE SAMPAIO",1,TRUE
"886","JAIR MESSIAS BOLSONARO","JAIR BOLSONARO","JAIR MESSIAS BOLSONARO",0,TRUE
"887","EDUARDO NANTES BOLSONARO","Eduardo Bolsonaro","EDUARDO NANTES BOLSONARO",0,TRUE
"888","MARCUS ANTONIO VICENTE","MARCUS VICENTE","MARCUS ANTONIO VICENTE",0,TRUE
"889","JOSE PAULO TOFFANO","JOSÉ PAULO TÓFFANO","JOSE PAULO TOFFANO",0,TRUE
"890","ALEXANDRE JOSE DOS SANTOS","ALEXANDRE SANTOS","ALEXANDRE JOSE DOS SANTOS",0,TRUE
"891","GUSTAVO MARQUES CARVALHO MITRE","GUSTAVO MITRE","GUSTAVO MARQUES CARVALHO MITRE",0,TRUE
"892","LUIZ FELIPE BALEIA TENUTO ROSSI","Baleia Rossi","LUIZ FELIPE BALEIA TENUTO ROSSI",0,TRUE
"893","WELINGTON COIMBRA","LELO COIMBRA","WELINGTON COIMBRA",0,TRUE
"894","GISELA ROMARIZ SEQUEIRA","GISELA SEQUEIRA","GISELA ROMARIZ SEQUEIRA",0,TRUE
"895","IRANI OTTONI","NICE LOBÃO","NICE LOBAO",12,FALSE
"896","NELSON ROBERTO BORNIER DE OLIVEIRA","NELSON BORNIER","NELSON ROBERTO BORNIER DE OLIVEIRA",0,TRUE
"897","JONY MARCOS DE SOUZA ARAUJO","JONY MARCOS","JONY MARCOS DE SOUZA ARAUJO",0,TRUE
"898","LUIZ HILOSHI NISHIMORI","Luiz Nishimori","LUIZ HILOSHI NISHIMORI",0,TRUE
"899","JORGE DE OLIVEIRA","ZOINHO","JORGE DE OLIVEIRA",0,TRUE
"900","FRANCISCO DEUZINHO DE OLIVEIRA FILHO","Deuzinho Filho","FRANCISCO DEUZINHO DE OLIVEIRA FILHO",0,TRUE
"901","EMANUEL PINHEIRO DA SILVA PRIMO","Emanuel Pinheiro Neto","EMANUEL PINHEIRO DA SILVA PRIMO",0,TRUE
"902","SERGIO BARRADAS CARNEIRO","SÉRGIO BARRADAS CARNEIRO","SERGIO BARRADAS CARNEIRO",0,TRUE
"903","STEPAN NERCESSIAN","STEPAN NERCESSIAN","STEPAN NERCESSIAN",0,TRUE
"904","JOSE VITOR DE RESENDE AGUIAR","Zé Vitor","JOSE VITOR DE RESENDE AGUIAR",0,TRUE
"905","LUIZ HENRIQUE DA COSTA","MANDETTA","LUIZ HENRIQUE MANDETTA",10,FALSE
"906","JURANDY LOUREIRO BARROSO","JURANDY LOUREIRO","JURANDY LOUREIRO BARROSO",0,TRUE
"907","MARCEL VAN HATTEM","Marcel van Hattem","MARCEL VAN HATTEM",0,TRUE
"908","REINHOLD STEPHANES JUNIOR","Reinhold Stephanes Junior","REINHOLD STEPHANES JUNIOR",0,TRUE
"909","LUCIANO FRED BRAGA PENHA","PASTOR LUCIANO BRAGA","LUCIANO FRED BRAGA PENHA",0,TRUE
"910","LILIAM SA DE PAULA","LILIAM SÁ","LILIAM SA DE PAULA",0,TRUE
"911","ROMES FRANCISCO DA ROCHA","CIRO PEDROSA","CIRO FRANCISCO PEDROSA",12,FALSE
"912","ANTONIO FLORIANO PEREIRA PESARO","FLORIANO PESARO","ANTONIO FLORIANO PEREIRA PESARO",0,TRUE
"913","SILVIO SERAFIM COSTA","SILVIO COSTA","SILVIO SERAFIM COSTA",0,TRUE
"914","FREDERICO BORGES DA COSTA","Fred Costa","FREDERICO BORGES DA COSTA",0,TRUE
"915","ADELSON BARRETO DOS SANTOS","ADELSON BARRETO","ADELSON BARRETO DOS SANTOS",0,TRUE
"916","ANDRE LUIS DANTAS FERREIRA","ANDRE MOURA","ANDRE LUIS DANTAS FERREIRA",0,TRUE
"917","THIAGO MELLO PEIXOTO DA SILVEIRA","THIAGO PEIXOTO","THIAGO MELLO PEIXOTO DA SILVEIRA",0,TRUE
"918","SAGUAS MORAES SOUSA","SÁGUAS MORAES","SAGUAS MORAES SOUSA",0,TRUE
"919","DAVIDSON DE MAGALHAES SANTOS","DAVIDSON MAGALHÃES","DAVIDSON DE MAGALHAES SANTOS",0,TRUE
"920","RENATO DELMAR MOLLING","RENATO MOLLING","RENATO DELMAR MOLLING",0,TRUE
"921","LUIZ CARLOS JORGE HAULY","LUIZ CARLOS HAULY","LUIZ CARLOS JORGE HAULY",0,TRUE
"922","JOSE LUPERCIO RAMOS DE OLIVEIRA","LUPÉRCIO RAMOS","JOSE LUPERCIO RAMOS DE OLIVEIRA",0,TRUE
"923","JOSE CERQUEIRA DE SANTANA NETO","Zé Neto","JOSE CERQUEIRA DE SANTANA NETO",0,TRUE
"924","ROBERTO DA SILVA SALES","ROBERTO SALES","ROBERTO DA SILVA SALES",0,TRUE
"925","FILIPE DE ALMEIDA PEREIRA","FILIPE PEREIRA","FILIPE DE ALMEIDA PEREIRA",0,TRUE
"926","ALINE LEMOS CORREA DE OLIVEIRA ANDRADE","ALINE CORRÊA","ALINE LEMOS CORREA DE OLIVEIRA ANDRADE",0,TRUE
"927","DILCEU JOAO SPERAFICO","DILCEU SPERAFICO","DILCEU JOAO SPERAFICO",0,TRUE
"928","MARCO ANTONIO NEVES CABRAL","MARCO ANTÔNIO CABRAL","MARCO ANTONIO NEVES CABRAL",0,TRUE
"929","LEOMAR DE MELO QUINTANILHA","LEOMAR QUINTANILHA","LEOMAR DE MELO QUINTANILHA",0,TRUE
"930","VALMIR PRASCIDELLI","VALMIR PRASCIDELLI","VALMIR PRASCIDELLI",0,TRUE
"931","CARLOS FERNANDO CORUJA AGUSTINI","FERNANDO CORUJA","CARLOS FERNANDO CORUJA AGUSTINI",0,TRUE
"932","HUGO MOTTA WANDERLEY DA NOBREGA","Hugo Motta","HUGO MOTTA WANDERLEY DA NOBREGA",0,TRUE
"933","ANDRE AUGUSTO CASTRO DO AMARAL FILHO","ANDRÉ AMARAL","ANDRE AUGUSTO CASTRO DO AMARAL FILHO",0,TRUE
"934","POLLYANA FATIMA GAMA SANTOS","POLLYANA GAMA","POLLYANA FATIMA GAMA SANTOS",0,TRUE
"935","JOSE HENRIQUE OLIVEIRA","HENRIQUE OLIVEIRA","JOSE HENRIQUE OLIVEIRA",0,TRUE
"936","RAUL BELENS JUNGMANN PINTO","RAUL JUNGMANN","RAUL BELENS JUNGMANN PINTO",0,TRUE
"937","RONALDO CARLETTO","Ronaldo Carletto","RONALDO CARLETTO",0,TRUE
"938","CRISTIANE BRASIL FRANCISCO","CRISTIANE BRASIL","CRISTIANE BRASIL FRANCISCO",0,TRUE
"939","ERIVELTON LIMA SANTANA","ERIVELTON SANTANA","ERIVELTON LIMA SANTANA",0,TRUE
"940","ANTONIO PINHEIRO JUNIOR","TONINHO PINHEIRO","ANTONIO PINHEIRO JUNIOR",0,TRUE
"941","ANTONIO CHARLES LUCENA DE OLIVEIRA MELLO","CHARLES LUCENA","ANTONIO CHARLES LUCENA DE OLIVEIRA MELLO",0,TRUE
"942","FRANCISCO ALVES DE AGUIAR","FRANCISCO CHAPADINHA","FRANCISCO ALVES DE AGUIAR",0,TRUE
"943","JOSE SILVA SOARES","Zé Silva","JOSE SILVA SOARES",0,TRUE
"944","LEONARDO CUNHA DE BRITO","LEO DE BRITO","LEONARDO CUNHA DE BRITO",0,TRUE
"945","LOESTER CARLOS GOMES DE SOUZA","Loester Trutis","LOESTER CARLOS GOMES DE SOUZA",0,TRUE
"946","RAQUEL FIGUEIREDO ALESSANDRI TEIXEIRA","PROFESSORA RAQUEL TEIXEIRA","RAQUEL FIGUEIREDO ALESSANDRI TEIXEIRA",0,TRUE
"947","SERGIO PAULO DE OLIVEIRA","PROFESSOR SÉRGIO DE OLIVEIRA","SERGIO PAULO DE OLIVEIRA",0,TRUE
"948","RUI SOARES PALMEIRA","RUI PALMEIRA","RUI SOARES PALMEIRA",0,TRUE
"949","LEOPOLDO COSTA MEYER","LEOPOLDO MEYER","LEOPOLDO COSTA MEYER",0,TRUE
"950","JORGE SILVA","DR. JORGE SILVA","JORGE SILVA",0,TRUE
"951","WALTER MEYER FELDMAN","WALTER FELDMAN","WALTER MEYER FELDMAN",0,TRUE
"952","AELTON JOSE DE FREITAS","AELTON FREITAS","AELTON JOSE DE FREITAS",0,TRUE
"953","NORMA AYUB ALVES","Norma Ayub","NORMA AYUB ALVES",0,TRUE
"954","ESPERIDIAO AMIN HELOU FILHO","ESPERIDIÃO AMIN","ESPERIDIAO AMIN HELOU FILHO",0,TRUE
"955","SERGIO LUCIO DE ALMEIDA","TENENTE LÚCIO","SERGIO LUCIO DE ALMEIDA",0,TRUE
"956","MARCOS ANTONIO MEDRADO","MARCOS MEDRADO","MARCOS ANTONIO MEDRADO",0,TRUE
"957","ANTONIO CARLOS PANNUNZIO","ANTONIO CARLOS PANNUNZIO","ANTONIO CARLOS PANNUNZIO",0,TRUE
"958","DEVANIR RIBEIRO","DEVANIR RIBEIRO","DEVANIR RIBEIRO",0,TRUE
"959","JOSE ABELARDO GUIMARAES CAMARINHA","ABELARDO CAMARINHA","JOSE ABELARDO GUIMARAES CAMARINHA",0,TRUE
"960","VILSON ORSI","Vitor Lippi","VITOR LIPPI",12,FALSE
"961","JOSE GUILHERME NEGRAO PEIXOTO","Guiga Peixoto","JOSE GUILHERME NEGRAO PEIXOTO",0,TRUE
"962","JULIO FRANCISCO SEMEGHINI NETO","JULIO SEMEGHINI","JULIO FRANCISCO SEMEGHINI NETO",0,TRUE
"963","EDSON EDINHO COELHO ARAUJO","EDINHO ARAÚJO","EDSON EDINHO COELHO ARAUJO",0,TRUE
"964","ANDRE FRANCO MONTORO FILHO","ANDRE MONTORO","ANDRE FRANCO MONTORO FILHO",0,TRUE
"965","MARIO DE OLIVEIRA","MÁRIO DE OLIVEIRA","MARIO DE OLIVEIRA",0,TRUE
"966","ANTONIO JOSE IMBASSAHY DA SILVA","ANTONIO IMBASSAHY","ANTONIO JOSE IMBASSAHY DA SILVA",0,TRUE
"967","ANTONIO ADOLPHO LOBBE NETO","LOBBE NETO","ANTONIO ADOLPHO LOBBE NETO",0,TRUE
"968","RODRIGO GARCIA","RODRIGO GARCIA","RODRIGO GARCIA",0,TRUE
"969","JILMAR AUGUSTINHO TATTO","JILMAR TATTO","JILMAR AUGUSTINHO TATTO",0,TRUE
"970","JOAO BATISTA FREIRE VIEGAS","VIEGAS","JOAO BATISTA FREIRE VIEGAS",0,TRUE
"971","MOACIR MICHELETTO","MOACIR MICHELETTO","MOACIR MICHELETTO",0,TRUE
"972","CARLOS ALBERTO ROLIM ZARATTINI","Carlos Zarattini","CARLOS ALBERTO ROLIM ZARATTINI",0,TRUE
"973","NELSON MEURER","NELSON MEURER","NELSON MEURER",0,TRUE
"974","LUCIANO PIZZATTO","LUCIANO PIZZATTO","LUCIANO PIZZATTO",0,TRUE
"975","PEDRO DEBONI LUPION MELLO","Pedro Lupion","PEDRO DEBONI LUPION MELLO",0,TRUE
"976","EDSON BEZ DE OLIVEIRA","EDINHO BEZ","EDSON BEZ DE OLIVEIRA",0,TRUE
"977","CELSO MALDANER","Celso Maldaner","CELSO MALDANER",0,TRUE
"978","MARCO ANTONIO TEBALDI","MARCO TEBALDI","MARCO ANTONIO TEBALDI",0,TRUE
"979","ANTONIO GERALDO DE SOUZA HENRIQUES FILHO","GERALDINHO","ANTONIO GERALDO DE SOUZA HENRIQUES FILHO",0,TRUE
"980","ELVINO JOSE BOHN GASS","Bohn Gass","ELVINO JOSE BOHN GASS",0,TRUE
"981","OSVALDO ANICETTO BIOLCHI","OSVALDO BIOLCHI","OSVALDO ANICETTO BIOLCHI",0,TRUE
"982","ALCIBIO MESQUITA BIBO NUNES","Bibo Nunes","ALCIBIO MESQUITA BIBO NUNES",0,TRUE
"983","LUIS CARLOS HEINZE","LUIS CARLOS HEINZE","LUIS CARLOS HEINZE",0,TRUE
"984","RUBENS PEREIRA E SILVA JUNIOR","Rubens Pereira Júnior","RUBENS PEREIRA E SILVA JUNIOR",0,TRUE
